,weights,c,m,sigma,logL,logL_birth,nlive,pid,start_pid,end_pid
50877,0.24933733472782502,0.9566996972107719,1.8462280481669355,0.053923845897434715,4.073457903790246,2.3948147943893763,4123,52491,53590,55877
50878,0.24945241446227842,1.0811615702741089,1.9269441813748964,0.054939563536865556,4.073919339641682,3.726820178859471,4122,54579,49110,55878
50879,0.24948785872337637,1.0924738186931493,1.7707915504374272,0.03903605396240897,4.074061417816654,2.3948147943893763,4121,50501,47840,55879
50880,0.24948821610429503,1.0867418343762878,2.055693184498144,0.03924808119638625,4.074062850276826,3.726820178859471,4120,54151,51342,55880
50881,0.24977598858518157,0.9255137523635304,1.8237220285739744,0.04445579546378413,4.075215636756091,3.726820178859471,4119,53051,51858,55881
50882,0.24990289099082674,0.932164188591437,1.906809245126185,0.05127500670298224,4.0757235726056615,2.3948147943893763,4118,50655,50804,55882
50883,0.2499845059051254,0.9319590462765704,2.0554116692060327,0.03336437666383499,4.07605010580434,3.726820178859471,4117,54428,50302,55883
50884,0.25001977257965335,0.9977718727683178,1.8466942202936374,0.003875569975822915,4.076191171293437,2.3948147943893763,4116,51865,52195,55884
50885,0.25021473495747193,0.9348541318942443,1.7777087935760019,0.014581226719104586,4.07697065525506,3.726820178859471,4115,54553,50946,55885
50886,0.25036346825959466,1.0649321851339388,2.0019050944315544,0.05288248439861624,4.077564901292267,3.726820178859471,4114,53943,45232,55886
50887,0.25038149396541387,1.0952057278645573,1.8876155715789826,0.05195658751726552,4.077636896847911,3.726820178859471,4113,53511,53497,55887
50888,0.25055792899183116,1.0931462491120123,2.0153273574086965,0.045629875705111206,4.078341313494155,3.726820178859471,4112,54199,52639,55888
50889,0.25085940099006493,1.133770248736031,1.902829067756268,0.03851687836539866,4.079543793009654,-0.5355736855447149,4111,46733,51868,55889
50890,0.2511994523027441,1.0896934392533142,1.8811145396409785,0.05291357554256541,4.080898420510274,3.726820178859471,4110,52760,50504,55890
50891,0.2512186467407086,0.9994792491330883,2.099907379269855,0.035630032668468634,4.080974828738007,2.3948147943893763,4109,50821,53346,55891
50892,0.2512690255276947,0.9997526806337806,1.8829551423848048,0.059666352825033506,4.08117534624059,3.726820178859471,4108,54486,50095,55892
50893,0.2518451733295308,1.0453513170581585,2.079329217583958,0.012847107086615957,4.083465673387032,3.726820178859471,4107,53039,54631,55893
50894,0.2519251899069607,1.081549265582879,1.7622243939441469,0.04016041141892832,4.083783344232125,3.726820178859471,4106,53257,49876,55894
50895,0.2520154993003832,1.1378691405188837,1.8509479509556133,0.02225050546133335,4.084141757021413,0.960141138102673,4105,48154,53012,55895
50896,0.25206821564266746,0.9697129839159258,1.923745717639866,0.057608276077228855,4.084350914113919,3.726820178859471,4104,53634,49067,55896
50897,0.2521905605852665,0.9853380951344795,2.005082803318142,0.054481194397978175,4.0848361607810295,2.3948147943893763,4103,50247,54617,55897
50898,0.2522282836571442,1.117458180106858,1.8065691944504174,0.01662667857575609,4.084985731211629,3.726820178859471,4102,53058,54447,55898
50899,0.2522308297347455,1.0685260433421235,1.8739795189005906,0.05619487727829346,4.084995825500203,3.726820178859471,4101,53421,52750,55899
50900,0.25231694337422733,1.0367404871046897,2.0607382454018723,0.04690551880519054,4.085337175300777,2.3948147943893763,4100,51743,53071,55900
50901,0.252436988864695,0.9858219264884741,1.7181614426859566,0.020121524844679918,4.085812834765338,2.3948147943893763,4099,51075,54149,55901
50902,0.2524774266144464,0.9107940879959858,2.0119540508297,0.03453107294952592,4.085973011415078,2.3948147943893763,4098,50956,47528,55902
50903,0.25276643316514336,1.0350518451713362,2.0133680626616686,0.0542959463494029,4.087117039498243,-0.5355736855447149,4097,46868,51906,55903
50904,0.25294590307008213,1.0335276005055454,1.7651130642221349,0.008674348234694167,4.087826810249717,0.960141138102673,4096,49248,51502,55904
50905,0.25303772296786453,1.1111657514683502,1.8387955615691676,0.01105144338171186,4.088189746495336,2.3948147943893763,4095,51820,47454,55905
50906,0.25305036813743337,0.9027718418130223,1.8979878108548662,0.013268035474422209,4.088239718703148,0.960141138102673,4094,48774,53116,55906
50907,0.2530504542262044,1.121974897571034,1.865617554843848,0.012197272492670849,4.08824005890746,3.726820178859471,4093,54747,54735,55907
50908,0.25313094072348796,1.0859691524775044,2.009451144486471,0.04807776250718121,4.088558073354211,2.3948147943893763,4092,50851,51771,55908
50909,0.2532821335221031,1.0492553402147722,1.7637871533027714,0.046631038811080036,4.089155185909971,3.726820178859471,4091,54648,52942,55909
50910,0.2532869919982179,1.1140089014605046,1.9698320180903497,0.04436898305288401,4.089174367796783,3.726820178859471,4090,53040,50364,55910
50911,0.2532988577286287,1.1069911753625359,1.8059231113938592,0.04114541311317961,4.089221213678899,2.3948147943893763,4089,52460,52317,55911
50912,0.2533652207964821,1.0075837121086664,1.7911918410442211,0.05276439002297042,4.089483174495844,-5.33834549377761,4088,39667,47662,55912
50913,0.2534682874254882,1.0605466790828784,1.8269396312103157,0.05414017724724097,4.089889882533621,3.726820178859471,4087,54783,50648,55913
50914,0.2538183978151441,1.101349008237964,2.0154461069104443,0.04291061622999823,4.0912702083170895,3.726820178859471,4086,54543,54478,55914
50915,0.2539644522524304,1.124890749112646,1.997178468088944,0.017420985803182316,4.091845471703568,2.3948147943893763,4085,51028,50648,55915
50916,0.25400621782534305,1.0439987989262525,1.973627836994834,0.057191115925695125,4.092009912587473,3.726820178859471,4084,54328,52355,55916
50917,0.2542357904079045,1.0496691135606717,1.7609907526828799,0.045947031592690354,4.0929133113428815,3.726820178859471,4083,54947,52819,55917
50918,0.25430081768048013,0.9798283747142735,2.089816500312393,0.03682847623677111,4.093169054082534,3.726820178859471,4082,53425,54478,55918
50919,0.2543648170685654,1.0216725261858708,2.0886796219461825,0.04037215031115548,4.093420690454893,3.726820178859471,4081,54093,54676,55919
50920,0.2546158851611719,1.0520722429841218,1.8845743956650751,0.05823522632116361,4.094407243035611,-2.0591544689338193,4080,42611,48713,55920
50921,0.2549377162178712,0.9983667358125664,1.7242566428877815,0.03709753471747916,4.095670431439423,-10.466542694540566,4079,31886,46552,55921
50922,0.2549390635422765,1.1292483351022964,2.003875142775082,0.024017523148546008,4.095675716341973,-0.5355736855447149,4078,46957,51460,55922
50923,0.25497532020139635,1.0892855485979072,1.758329937040697,0.035901550423334455,4.095817923191909,3.726820178859471,4077,52685,44612,55923
50924,0.25503625047256023,1.1346072279614017,1.9750828999621557,0.02010522874197537,4.096056860012743,2.3948147943893763,4076,52386,53424,55924
50925,0.25515536100383895,0.9483345015641644,1.9570500038607843,0.05316369357551496,4.096523784716069,-2.0591544689338193,4075,42927,50445,55925
50926,0.2555907357991759,0.9337248087989664,1.9012574270354214,0.05127638074127056,4.098228643171953,2.3948147943893763,4074,51676,54624,55926
50927,0.2557389179935862,1.1403313550954397,1.8606519777131318,0.02655653429925587,4.098808238731797,-17.359150376504875,4073,21971,45656,55927
50928,0.2557704571785026,0.9128847573908285,1.9946062055929876,0.039198937591337586,4.098931556843537,3.726820178859471,4072,54544,53398,55928
50929,0.2561274626289668,0.9001321454977687,1.8224232063700971,0.026056402882176474,4.100326387705515,3.726820178859471,4071,54576,48709,55929
50930,0.256327870542096,1.0625043305521842,1.7595093459607576,0.04360940410624241,4.101108535572145,0.960141138102673,4070,48348,51917,55930
50931,0.256563233801587,1.125341890249466,1.9492437198556567,0.04113154702914855,4.102026326012879,3.726820178859471,4069,54942,54331,55931
50932,0.25669960636142125,1.0465441926508081,1.8101727040222249,0.05369442181883638,4.102557720660731,3.726820178859471,4068,54869,54375,55932
50933,0.25694784139211413,1.1088167492242589,2.041459912955281,0.03241026145473255,4.1035242787563195,3.726820178859471,4067,53564,54977,55933
50934,0.2572047128132099,1.0460601626112294,2.0825044445566077,0.040176788110908,4.104523481972,3.726820178859471,4066,54913,48118,55934
50935,0.2572214582878382,1.097846686354506,1.93659608688076,0.05080996720375955,4.104588585481922,3.726820178859471,4065,54467,52596,55935
50936,0.2573478783253942,1.0975961233219114,2.057746827675841,0.019289517436552352,4.1050799479888,2.3948147943893763,4064,50142,54699,55936
50937,0.2574482646923079,1.0185880481089398,1.9741875008803924,0.05794267423556337,4.105469952343218,3.726820178859471,4063,53796,54837,55937
50938,0.2574892285202444,0.9168567003661898,2.0289536192859097,0.03293798905961436,4.105629054483023,-8.779658062403238,4062,33982,54038,55938
50939,0.2577457378226477,0.9626727229677424,1.8588580874252163,0.05512853964297335,4.106624752910665,3.726820178859471,4061,53292,54249,55939
50940,0.2577765279332862,0.9330770950012501,1.9685593024924424,0.04892998528714806,4.106744205018256,0.960141138102673,4060,48938,54711,55940
50941,0.257796856470927,1.1169986977531463,2.0181830564925387,0.03488941010580514,4.1068230629985925,3.726820178859471,4059,54277,54775,55941
50942,0.257888223691595,0.9291236238456453,1.8019747264699273,0.04180578599763333,4.1071774157799,3.726820178859471,4058,54742,44345,55942
50943,0.2579394137314513,1.1257765087003773,2.0083025141951456,0.030609805062429416,4.1073758930853295,3.726820178859471,4057,54663,52930,55943
50944,0.258068786757783,1.1242697416850271,1.9089806421098563,0.04279698234829388,4.1078773309685745,0.960141138102673,4056,49793,53342,55944
50945,0.258206138467786,1.1013753828616404,2.0486664963244134,0.018005436404262557,4.108409418453143,0.960141138102673,4055,48264,48255,55945
50946,0.2583145736042611,0.9442325757192758,2.047969400263201,0.04046331751739472,4.108829285984115,0.960141138102673,4054,47896,54599,55946
50947,0.258399446735621,1.0319117268716742,2.098766063445774,0.03557434793589921,4.10915779703217,2.3948147943893763,4053,52291,48852,55947
50948,0.25860774499595274,1.0386160819164496,1.7528478366987257,0.044988296345918236,4.109963581845088,3.726820178859471,4052,52921,49773,55948
50949,0.2586608486134438,1.1207853927343245,1.9164832384770847,0.04414619568588903,4.110168905031277,2.3948147943893763,4051,51139,49307,55949
50950,0.25868497662868867,1.119974273056382,1.9301022411109927,0.04418513811909196,4.110262181186245,2.3948147943893763,4050,50832,44124,55950
50951,0.2587626224634153,0.8951226867893437,1.9333622024851107,0.035528555311853824,4.11056229209637,3.726820178859471,4049,52983,35869,55951
50952,0.25898327752462624,1.018368404149451,1.9405643475660843,0.05943539577205611,4.111414660312462,2.3948147943893763,4048,50092,50811,55952
50953,0.259047738551169,0.99048604588585,1.7408620418911263,0.04167112308064847,4.111663529686793,0.960141138102673,4047,48042,53753,55953
50954,0.2591929791764479,1.0502632404146521,1.8460557945939247,0.05638607835493666,4.112224043843282,3.726820178859471,4046,52815,54624,55954
50955,0.2594127317682041,1.1050967361271347,1.8087515075923,0.041942541543246246,4.1130715185255475,3.726820178859471,4045,52749,54432,55955
50956,0.2595245232186331,0.9701444882399248,1.9928408678281602,0.05369951626510271,4.113502366191353,-2.0591544689338193,4044,44141,53492,55956
50957,0.26000584495833223,1.0804089640144354,2.008366050374574,0.04898928862070832,4.115355277615201,2.3948147943893763,4043,52472,48045,55957
50958,0.26001941768680076,1.0403169701156492,1.9400157253594421,0.058679759383612556,4.115407477878767,0.960141138102673,4042,48188,43310,55958
50959,0.26006352635341873,0.9692539551314686,1.7622567561442863,0.04402689500863847,4.115577099541918,3.726820178859471,4041,54220,43423,55959
50960,0.2601855093285361,1.0374430506793881,1.8287835769720735,0.055944862417287876,4.116046040258874,3.726820178859471,4040,54119,54800,55960
50961,0.26019149737486824,0.9917082521269837,1.9061635047613132,0.05913177536971044,4.116069054517638,3.726820178859471,4039,53697,48933,55961
50962,0.26023582714134774,0.9998543710297119,2.0635881716744633,0.04613186606222898,4.116239413619671,3.726820178859471,4038,53241,50958,55962
50963,0.260422806806434,1.0586415351081098,1.765743476795415,0.04535257982487335,4.116957656481496,3.726820178859471,4037,54005,54413,55963
50964,0.26042904718959914,1.1295339352574196,1.824160813071164,0.03083134738382549,4.116981618701844,0.960141138102673,4036,48033,49090,55964
50965,0.26067161668790917,0.9046725819113411,1.9580455689722809,0.014118860489979903,4.1179126077880985,3.726820178859471,4035,54870,52543,55965
50966,0.2606846789405633,0.9081268955574678,1.8308452524184342,0.015684683623231558,4.117962716525734,3.726820178859471,4034,53458,51779,55966
50967,0.2607465599259136,0.9611302267490638,1.87563617622679,0.055506996767583305,4.1182000670392735,2.3948147943893763,4033,51556,53699,55967
50968,0.26080036842848936,1.1364351535792423,1.850282223529264,0.021267867059112235,4.118406408981254,3.726820178859471,4032,53872,51893,55968
50969,0.26085690506743,1.0720825533461587,1.9792843572418315,0.053293001900957544,4.118623166770588,3.726820178859471,4031,54427,48556,55969
50970,0.26087467070366704,1.0255999797808275,1.721901354272333,0.036191620245027395,4.118691269360175,2.3948147943893763,4030,51368,48081,55970
50971,0.26105730321241943,1.1160887519325207,1.9105627372357954,0.045754424689093846,4.119391102002085,2.3948147943893763,4029,50570,50798,55971
50972,0.2611439428246482,1.0879068582127636,1.9534176929923492,0.05210292846244303,4.119722926614347,3.726820178859471,4028,54565,52936,55972
50973,0.2612003993601264,1.0036978979592697,1.7107450567588742,0.02362737809761385,4.119939092586732,3.726820178859471,4027,54168,53777,55973
50974,0.2614743589937069,1.0421117575046699,1.9183577805955405,0.05889989485669394,4.12098739137817,3.726820178859471,4026,53758,49693,55974
50975,0.2615771678240752,1.0225498981559433,1.7392454981035588,0.01209917070557563,4.121380503056782,3.726820178859471,4025,54813,52327,55975
50976,0.2622550711708634,0.9204559492589339,1.7778138411186795,0.022723989128060278,4.123968750494761,2.3948147943893763,4024,51056,53590,55976
50977,0.2623308908340498,1.0263495663328022,1.8417414713340106,0.057277229326852676,4.124257815276646,3.726820178859471,4023,54654,44636,55977
50978,0.2624407721564858,0.9619365239803913,1.9075772839846958,0.056142087053072484,4.124676592934551,0.960141138102673,4022,47841,51757,55978
50979,0.26250777937606173,1.0198100863429578,2.057503552622315,0.047632483539961655,4.124931883552657,-0.5355736855447149,4021,47421,50665,55979
50980,0.26259319930597097,1.0014493020596384,1.8074133131423735,0.054055891422595655,4.12525723023553,0.960141138102673,4020,49009,52293,55980
50981,0.2627687067006418,0.9612738447720797,1.9300976669845453,0.055823648714874836,4.125925369280775,-3.7170480701728605,4019,41221,52284,55981
50982,0.2628596244907277,1.0316654988233844,1.8817196483027048,0.05899819207553735,4.126271308741552,2.3948147943893763,4018,50436,52034,55982
50983,0.26299200901744046,1.0963684380490382,1.907437063513909,0.05124763993453669,4.126774813994261,2.3948147943893763,4017,51633,53632,55983
50984,0.263043509161081,0.948984169896392,1.7447637658194133,0.019582043098273196,4.126970618809398,0.960141138102673,4016,49463,52340,55984
50985,0.26305180957256036,1.0837115896293867,1.754532563706407,0.03616383623000063,4.1270021735891635,3.726820178859471,4015,53372,46917,55985
50986,0.2631560843914843,0.996390263615127,1.8258837480801424,0.05564837377526933,4.127398499153222,-7.0602921671111005,4014,36165,54394,55986
50987,0.2631574486435341,1.0213629328014675,1.9484888300187686,0.058912084253425416,4.127403683334878,3.726820178859471,4013,54392,53030,55987
50988,0.26327526397611717,1.0833974794123375,1.8302299639399062,0.05025549823273486,4.12785128217377,0.960141138102673,4012,47984,53774,55988
50989,0.26329014130403156,0.9250453319976096,1.8855659772102535,0.048233844801550324,4.127907789218757,2.3948147943893763,4011,50307,40567,55989
50990,0.2634399715217227,1.041519386054787,2.101721025682302,0.019819378817285623,4.128476696207116,3.726820178859471,4010,54910,51446,55990
50991,0.2635329662847377,1.106485992952622,1.775562552591603,0.032181749299006315,4.128829635636706,3.726820178859471,4009,53225,44692,55991
50992,0.26359291518848366,1.1204787852546936,1.9753206836742985,0.04050361434581782,4.129057091377975,3.726820178859471,4008,53409,52275,55992
50993,0.2636155654285669,1.0231516472754758,1.9982478126652303,0.0556604846434298,4.1291430165522005,2.3948147943893763,4007,51504,54469,55993
50994,0.263868803922917,1.0959288128891151,1.8810462807502029,0.05080936136738118,4.130103191029302,2.3948147943893763,4006,50325,50416,55994
50995,0.26410939776321807,1.054651069879692,1.7205314357886585,0.029013282697883617,4.131014569022412,2.3948147943893763,4005,52057,53724,55995
50996,0.2641345828425853,1.0042410499417884,1.730148331051236,0.039078602908661435,4.131109922987883,3.726820178859471,4004,54324,53046,55996
50997,0.2641693868660497,0.9052146223688343,1.859312278122576,0.039155592718348675,4.131241680556774,3.726820178859471,4003,53045,52799,55997
50998,0.26461779901258725,1.0617464050208394,1.7350170048278684,0.03566396717416983,4.132937683281844,-0.5355736855447149,4002,46731,53571,55998
50999,0.2648194575767634,1.0828959479151454,2.0787148864796494,0.022266449247402786,4.133699467879476,0.960141138102673,4001,48801,53672,55999
51000,0.2648527393515655,0.9074743777955243,1.9089834507454848,0.04242344673985275,4.1338251372078485,2.3948147943893763,4000,51452,52195,56000
51001,0.26512614053102845,0.9894724670938446,1.9067615641483469,0.05873200319521669,4.134856880978339,3.726820178859471,3999,54090,53492,56001
51002,0.26547721473748975,1.1332455552720015,1.9885940363268833,0.026183682629482473,4.136180183042306,3.726820178859471,3998,52924,51233,56002
51003,0.26549280265940817,0.9764916191520386,1.722128950980799,0.021223106798766104,4.136238897928521,0.960141138102673,3997,48285,52549,56003
51004,0.26551625957735614,0.9915011826897153,1.8818041468272413,0.058449794369786465,4.136327246393537,2.3948147943893763,3996,51770,50021,56004
51005,0.26554849334885117,1.0753831685787272,2.0864256850122476,0.027678735067034683,4.136448639392498,3.726820178859471,3995,54474,49675,56005
51006,0.2655857670830823,1.0456612114304995,2.056204617921277,0.04626167464814607,4.136588994619549,3.726820178859471,3994,54185,50086,56006
51007,0.2658636927823526,0.9742945369820701,2.0985339390758906,0.027927807457092127,4.137634910535989,-0.5355736855447149,3993,46369,49500,56007
51008,0.26586431567187613,1.0158570310890542,1.7818940102805434,0.05081221772679475,4.1376372534221755,2.3948147943893763,3992,50250,41778,56008
51009,0.26587205007346265,0.9205460086312105,1.779055418208626,0.02929234023492285,4.13766634453555,2.3948147943893763,3991,51248,54547,56009
51010,0.2659068848332255,0.9416181818052876,1.8955866098484424,0.05237370657376885,4.137797356718796,3.726820178859471,3990,53584,42996,56010
51011,0.2660990905680392,1.061711915114759,1.8935127487886279,0.056810998998822866,4.138519926586341,-3.7170480701728605,3989,40802,48556,56011
51012,0.2665283580813384,0.979285111110951,2.003416909647769,0.05330021145125831,4.140131813498815,3.726820178859471,3988,54080,52329,56012
51013,0.2666451801961497,1.0870813979012257,2.0409335472237062,0.012362321984966547,4.140570027730763,3.726820178859471,3987,53262,51112,56013
51014,0.26666886641938625,1.011027367356926,1.7473931169426637,0.04410729513735422,4.140658854277589,0.960141138102673,3986,48720,53729,56014
51015,0.266850431900153,0.9080744581059974,1.959945826974036,0.040452239592969626,4.141339487533027,3.726820178859471,3985,53537,43667,56015
51016,0.2669421901472669,1.0126466881166245,2.0095101261060138,0.005103834692270117,4.141683284899611,0.960141138102673,3984,48499,51532,56016
51017,0.26703121469186286,1.009110098577959,1.7515819536050723,0.04503214507449316,4.142016726769449,-0.5355736855447149,3983,47115,50195,56017
51018,0.2670536532319621,0.912530913850328,1.7954975759917104,0.029484112190465803,4.142100752890338,2.3948147943893763,3982,50324,48978,56018
51019,0.2670681720726202,0.9174163874131351,1.960856274391307,0.044188909636589495,4.142155118165636,2.3948147943893763,3981,52029,52193,56019
51020,0.2671041860380259,0.9224089154907966,2.0174596924957915,0.03858113084872479,4.142289958409103,3.726820178859471,3980,52681,48366,56020
51021,0.26718131028369335,1.0390595643356955,1.9876516251593392,0.05576298054422665,4.1425786589150615,3.726820178859471,3979,53579,54057,56021
51022,0.2671915912450473,1.1038374490044534,1.8164223339432963,0.043091319232791116,4.142617137517222,-0.5355736855447149,3978,45160,51969,56022
51023,0.267208265587,0.9527471625835626,2.015096624780951,0.04801039785977398,4.142679541508939,3.726820178859471,3977,53985,53367,56023
51024,0.2673087072170982,1.0086694110027907,2.1095628083231666,0.025977341569196587,4.143055363557016,0.960141138102673,3976,49229,52704,56024
51025,0.2673797034496069,1.0070144247717154,1.9917207453398382,0.056007656867518435,4.143320924700514,2.3948147943893763,3975,51434,43423,56025
51026,0.2675634162214307,0.9265390503233812,1.8573352482677576,0.04699176650527157,4.144007774466733,3.726820178859471,3974,54062,52566,56026
51027,0.26777535988150697,1.120934127146132,2.012141849700203,0.03290860885072655,4.144799585859507,2.3948147943893763,3973,50939,53462,56027
51028,0.2680226717911682,0.9998940018742573,2.048702212611926,0.04856765405707032,4.145722739409868,3.726820178859471,3972,54601,53146,56028
51029,0.26817308692296943,1.1335121001579256,1.9864947528110861,0.026685851554586183,4.146283785010892,2.3948147943893763,3971,51880,44345,56029
51030,0.2682288902370256,1.0439638613058222,1.7365067802114655,0.039393855308105935,4.146491850292493,2.3948147943893763,3970,51379,52243,56030
51031,0.26827036461486803,0.98735436352085,1.796370561900543,0.051567347393238115,4.146646461422391,2.3948147943893763,3969,52142,54684,56031
51032,0.2682709853309741,0.8887433201263335,1.910415258065589,0.023091321380771225,4.1466487751912595,3.726820178859471,3968,53318,50739,56032
51033,0.26827184713656493,0.9598509010489277,1.8228439419006,0.051344384317728746,4.146651987629708,2.3948147943893763,3967,52072,48381,56033
51034,0.26841253751824523,1.1112655951374517,1.8762819416539507,0.046142088046171856,4.147176282312037,0.960141138102673,3966,49003,47906,56034
51035,0.26846507818884885,0.9987699864606389,1.818446968948547,0.0547821929797708,4.147372009121142,-2.0591544689338193,3965,43517,50214,56035
51036,0.2685298484927666,1.140589272241081,1.9506105459438656,0.026412577941621915,4.147613241583485,3.726820178859471,3964,52829,46828,56036
51037,0.2685458677847904,0.9855235644534214,1.8335602183820467,0.05530857112251181,4.147672895339117,3.726820178859471,3963,53573,49551,56037
51038,0.26860314397978635,0.9463189606570528,2.0011421943521377,0.0483476304600369,4.147886155323664,3.726820178859471,3962,54806,54097,56038
51039,0.26864783087262173,0.9832781513220088,2.074520586567208,0.04146671125402677,4.148052509207737,3.726820178859471,3961,54633,48371,56039
51040,0.26892699959454974,0.9922005550452785,1.902459207056358,0.058672168187210466,4.149091132042688,-3.7170480701728605,3960,40290,45563,56040
51041,0.2689565865708031,1.0017585977131562,1.7942480566639545,0.05211426383279408,4.149201144605326,-0.5355736855447149,3959,45956,46107,56041
51042,0.2689920524062226,0.9368707568549159,1.7783329128840746,0.01426869365472497,4.149333000449178,2.3948147943893763,3958,50942,49564,56042
51043,0.2690145794351405,1.0749724048072402,1.8872936299279874,0.054742014107010975,4.1494167430183255,3.726820178859471,3957,53671,48012,56043
51044,0.26913311232072124,0.941915511103334,2.0564746242684446,0.03641424637913011,4.149857264789737,2.3948147943893763,3956,50786,54749,56044
51045,0.2692766592396677,1.1288634033134635,1.8350290821794235,0.018188564719493577,4.150390490336921,3.726820178859471,3955,52761,52388,56045
51046,0.2692846248645838,1.1217944414099248,1.820939785101755,0.016606588280844714,4.150420071465113,2.3948147943893763,3954,51261,53328,56046
51047,0.2695958646173793,1.03465109345141,1.8007559513728204,0.05268886506715224,4.151575206206378,3.726820178859471,3953,53942,50543,56047
51048,0.27006625667893824,1.053414804885029,2.100364118787542,0.027097593469635098,4.153318490240868,3.726820178859471,3952,54843,53655,56048
51049,0.27015669173478685,1.1014190088212772,1.9854580912986568,0.04591235676982176,4.153653296665855,2.3948147943893763,3951,50625,44799,56049
51050,0.2704576974051644,0.9749156947737053,1.770832809139628,0.04605342723952233,4.154766865626113,2.3948147943893763,3950,52444,54336,56050
51051,0.27051480500881786,1.049354764697049,1.7180055169647912,0.027588377203160312,4.1549779950393475,0.960141138102673,3949,48889,54298,56051
51052,0.27055044712585385,0.9273190331868592,1.941224874028393,0.048218047270135074,4.155109742982132,3.726820178859471,3948,52876,52956,56052
51053,0.27057407271315326,1.1199167637403828,1.8855571019048094,0.043327498328392784,4.155197063317064,3.726820178859471,3947,53002,45118,56053
51054,0.2708005306285613,0.9422740088232335,1.8518103002664033,0.050392359950845976,4.156033666762879,3.726820178859471,3946,53379,51949,56054
51055,0.2708687036974441,1.1401743638975206,1.8914167593368545,0.031257361192176314,4.156285381519274,-2.0591544689338193,3945,44910,53583,56055
51056,0.2709699837301376,0.9162647438182161,1.7866597250155956,0.027922403412557563,4.156659219844958,3.726820178859471,3944,54155,52986,56056
51057,0.27100861362290896,1.1233413500821987,1.9884130996707357,0.015788197580259292,4.156801771202522,3.726820178859471,3943,54335,54450,56057
51058,0.271034442041856,0.9964180469289043,1.8160913951113342,0.005063939908436023,4.156897071450749,3.726820178859471,3942,52944,54441,56058
51059,0.27108117689772737,1.1106002141623563,1.9545761434467774,0.04560978693316059,4.157069488015042,3.726820178859471,3941,53324,53589,56059
51060,0.2713228416907706,0.9766011217671573,1.8119488757210476,0.05226894153431233,4.1579605758405895,3.726820178859471,3940,52716,54484,56060
51061,0.271480141347104,0.8903396928029379,1.9421756437195854,0.02696601666801831,4.158540158730565,2.3948147943893763,3939,50393,53071,56061
51062,0.2715500914065654,1.1169704163898668,1.7991813571305528,0.032819462193671996,4.158797787334331,-0.5355736855447149,3938,46319,46976,56062
51063,0.27159741516822106,1.0147910936969717,2.016575806452402,0.053379976132506037,4.158972044828688,-2.0591544689338193,3937,43454,50356,56063
51064,0.2718149093396056,1.0389477480594296,1.714748635559479,0.028146133721037553,4.159772520536894,-2.0591544689338193,3936,43632,54045,56064
51065,0.2718624104562529,0.8956372074544404,1.8684720576148162,0.033163012382239114,4.159947260646124,2.3948147943893763,3935,50287,53101,56065
51066,0.27192363755776067,1.105064821615158,1.7681920202527415,0.02688034301989174,4.1601724488510134,2.3948147943893763,3934,51083,54662,56066
51067,0.27202098543019715,1.126770418920161,1.8424094523168948,0.03627436760900426,4.160530381878716,3.726820178859471,3933,54373,52684,56067
51068,0.2720506576295525,0.9232963958745142,1.8403843746281676,0.04426301317291152,4.160639456481151,3.726820178859471,3932,54728,39697,56068
51069,0.27206535780792607,1.0881602124440022,1.9809660090737753,0.04957266597971436,4.160693489732347,-3.7170480701728605,3931,42258,49583,56069
51070,0.27211562213742685,0.9358358761375167,1.8312663043673991,0.047023898384335024,4.160878223604379,3.726820178859471,3930,54750,53913,56070
51071,0.27221225321226955,0.9123841984907759,1.998988231280658,0.036954922890312006,4.161233270922102,3.726820178859471,3929,54667,44298,56071
51072,0.27233547577161626,1.142302389681128,1.9294436149048515,0.024230971969788653,4.161685839373636,-0.5355736855447149,3928,46314,52570,56072
51073,0.27260600902672,0.9294588539886359,1.7745560595696241,0.03387899974677181,4.162678728645123,2.3948147943893763,3927,52240,47990,56073
51074,0.27268107168534017,0.946308104106647,1.9480133479255253,0.052241880938620054,4.162954042921017,2.3948147943893763,3926,50738,50209,56074
51075,0.2727552978555354,1.0867241276394553,2.010766474515594,0.04657430770415339,4.16322621461798,3.726820178859471,3925,54343,51175,56075
51076,0.2729040661730157,0.9550373338555297,2.0824561053332196,0.029894465861655947,4.163771493711447,2.3948147943893763,3924,51437,52530,56076
51077,0.27302681317730454,0.9459234863395686,1.854061064301862,0.05118213539395685,4.164221173369366,3.726820178859471,3923,52785,54524,56077
51078,0.2731192774974748,1.121077477436871,1.9739770596750443,0.03975101059022697,4.164559779914189,2.3948147943893763,3922,50322,53164,56078
51079,0.2731715894257532,0.9116256870710724,1.9989104912030125,0.03646929637290776,4.1647512966772435,2.3948147943893763,3921,50473,50715,56079
51080,0.2732495618735938,0.9640186046695456,2.0046826501604853,0.050912427583147915,4.165036689906354,3.726820178859471,3920,53517,53699,56080
51081,0.2733019817641988,0.917931603157017,1.9937134991569114,0.040438779261181675,4.165228510389671,3.726820178859471,3919,53582,54180,56081
51082,0.27336544671862967,1.0677626082700769,1.7651383341567966,0.042848809067217344,4.165460698925731,3.726820178859471,3918,54103,51883,56082
51083,0.27355182496039177,1.0276204077769846,2.040441725888398,0.04981311866234348,4.166142258122902,2.3948147943893763,3917,52302,53518,56083
51084,0.273771582837846,1.063828426435435,2.093217143254148,0.02848417009648811,4.166945285679289,-0.5355736855447149,3916,45997,52500,56084
